area,organismo_origen,via_acceso,año,provincia,contexto,contexto1,circunstancia,alojamiento,violencia_fisica,violencia_psiquica,violencia_genero,violencia_salud,resumen_hecho,descripcion_institucion,establecimiento,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Muerte,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Reclamo ante las autoridades,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada derechos al trabajo y la educación,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada de contacto,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,Sanción,"Mala alimentación, Segregación / Confinamiento",Golpes,,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,"Golpes, Heridas penetrantes",Alejamiento de vínculos,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Segregación / Confinamiento,,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Ablandamiento,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,La Pampa,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Golpes,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Comisaría,,,,,,Denegación acceso atención médica,,Policia Provincial,Comisaría Nro. 3 de Quilmes,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Corrientes,Situaciones de Detención,Comisaría,,,,,,"Denegación acceso atención médica, Falta de administración de medicación",,Policia Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Resguardo físico,,"Golpes, Otras formas de maltrato físico",,,,,Ninguna,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,,,,,,,Alejamiento de vínculos,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Neuquen,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,Sanción,Malas condiciones de alojamiento (infraestructura),,,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Requisa personal,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,,,,,,,,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Otras formas de maltrato físico,,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Reclamo ante las autoridades,,Golpes,,,,,Servicio Penitenciario Federal,SPF - COMPLEJO PENITENCIARIO FEDERAL II - MARCOS PAZ,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Golpes,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Motines o riñas,,Golpes,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Comisaría,,,Golpes,,,,,Policia Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Chubut,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Traslados,,,,,Interrupción / Mala administración de medicación en tratamientos,,Servicio Penitenciario Federal,SPF - U. 6 INSTITUTO DE SEGURIDAD Y RESOCIALIZACION,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Alejamiento de vínculos,,Denegación acceso atención médica,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,"Golpes, Otras formas de maltrato físico",Amenazas,,,,Servicio Penitenciario Federal,CPF 2 - Complejo Penitenciario Federal II: Marcos Paz f,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,,,,,,,,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Neuquen,Situaciones de Tránsito,Móviles y medios de transporte de Fuerzas de Seguridad,Traslados,,Golpes,,,,,Servicio Penitenciario Federal,U.6 - Instituto de Seguridad y Resocialización,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Chubut,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,SPF - U. 6 INSTITUTO DE SEGURIDAD Y RESOCIALIZACION,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Destrucción de propiedades,Golpes,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Ciudad de Buenos Aires,Situaciones de Detención,Centros de Detención Previos al Juicio (Alcaidia),,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,,,,,,,,,,,,,,
Juridicos Nacional,SECRETARIA DE DDHH,Telefónica,2012,Jujuy,Situaciones de Detención,Domicilio Particular,,,"Asfixia, Muerte",,,,,Policia Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Heridas penetrantes,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Interrupción / Mala administración de medicación en tratamientos,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,,,,,,,,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Ciudad de Buenos Aires,Situaciones de Detención,Lugar No Identificado,,,Golpes,Otras formas de maltrato psicológico,,,,Gendarmería Nacional,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Muerte,,,"Denegación acceso atención médica, Falta de administración de medicación",,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Santa Cruz,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Golpes,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Chubut,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Traslados,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,,Situaciones de Detención,Domicilio Particular,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,,,,,,,,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,Sanción,,Otras formas de maltrato físico,,"Desnudo total, Otras formas de violencia sexual y/o de género",,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Heridas penetrantes,Restricción injustificada de contacto,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,"Otras formas de maltrato psicológico, Restricción injustificada de contacto",,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Comisaría,,,,,,"Traslado por asistencia médica: incumplimiento, dilaciones, etc.",,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada derechos al trabajo y la educación,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,,,,,,,Restricción injustificada derechos al trabajo y la educación,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada de contacto,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,"Denegación acceso atención médica, Falta de administración de medicación",,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada de contacto,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada derechos al trabajo y la educación,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Malas condiciones de alojamiento (infraestructura),,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Heridas penetrantes,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Chaco,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,"Alejamiento de vínculos, Restricción injustificada de contacto",,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Malas condiciones de alojamiento (higiene),,Restricción injustificada de contacto,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada derechos al trabajo y la educación,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,"Malas condiciones de alojamiento (higiene), Malas condiciones de alojamiento (infraestructura)",,,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,,,,,,,,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,Denegación acceso atención médica,,Servicio Penitenciario Federal,UNIDAD 12 - JOAQUIN GORINA,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,Traslados,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Requisa de pabellón / de pertenencias,Hurto / Robo de pertenencias,Golpes,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Requisa de pabellón / de pertenencias,Hurto / Robo de pertenencias,"Caídas provocadas, Golpes",,Desnudo total,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,Segregación / Confinamiento,,,,"Denegación acceso atención médica, Falta de administración de medicación, Interrupción / Mala administración de medicación en tratamientos",,Servicio Penitenciario Provincial,UNIDAD 23 - FLORENCIO VARELA,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2012,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,"Traslado por asistencia médica: incumplimiento, dilaciones, etc.",,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,"Denegación acceso atención médica, Traslado por asistencia médica: incumplimiento, dilaciones, etc.",,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Amenazas,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,"Alejamiento de vínculos, Restricción injustificada de contacto",,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,Sanción,Hurto / Robo de pertenencias,,,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,Sanción,Hurto / Robo de pertenencias,,,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Golpes,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Malas condiciones de alojamiento (infraestructura),,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Ninguno,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Revisación médica,,,,,Denegación acceso atención médica,,,,
PRONALCI,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Formosa,Situaciones de Detención,Instalaciones de la Gendarmería Nacional,,"Malas condiciones de alojamiento (higiene), Malas condiciones de alojamiento (infraestructura)",,,,,,Gendarmería Nacional,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,"Alejamiento de vínculos, Restricción injustificada de contacto",,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,,,,,,Segregación / Confinamiento,,,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Carta,2011,Buenos Aires,Situaciones de Detención,Comisaría,,,Quemaduras,,,,,Policia Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Email,,Buenos Aires,Situaciones de Tránsito,Espacio Público,,,,Disparos intimidatorios,,,,Policia Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Carta,,Buenos Aires,Situaciones de Tránsito,Espacio Público,,,,Hostigamiento,,,,Policia Provincial,Comisaria 6 - El Palomar,
Centro de Denuncias,SECRETARIA DE DDHH,Email,2013,Chaco,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Traslados,,,Ablandamiento,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Email,2011,Córdoba,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Alejamiento de vínculos,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Resguardo físico,,Golpes,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2012,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Traslados,,,Alejamiento de vínculos,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Heridas penetrantes,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2012,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Resguardo físico,,,Ablandamiento,,,,Servicio Penitenciario Federal,Complejo Penitenciario Ezeiza,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Traslados,,,"Hostigamiento, Restricción injustificada derechos al trabajo y la educación, Ablandamiento, Extorsión, forzamiento de la conducta, incitación a la violencia, Amenazas",,,,Servicio Penitenciario Federal,Complejo Penitenciario Ezeiza,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,"Extorsión, forzamiento de la conducta, incitación a la violencia, Amenazas",,,,Servicio Penitenciario Federal,Complejo Penitenciario Ezeiza,
Juridicos Nacional,Ministerio de Justicia,,2011,Ciudad de Buenos Aires,Situaciones de Tránsito,Espacio Público,,,Muerte,,,,,Policia Metropolitana (GCBA),,
Juridicos Nacional,SECRETARIA DE DDHH,Carta,2014,Formosa,Situaciones de Detención,Instalaciones de la Gendarmería Nacional,,"Malas condiciones de alojamiento (higiene), Malas condiciones de alojamiento (infraestructura), Destrucción de propiedades, Segregación / Confinamiento, Negación de toda privacidad",,"Hostigamiento, Otras formas de maltrato psicológico",Otras formas de violencia sexual y/o de género,Denegación acceso atención médica,,Gendarmería Nacional,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Sanción,Segregación / Confinamiento,,Alejamiento de vínculos,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Resguardo físico,Mala alimentación,,Restricción injustificada derechos al trabajo y la educación,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Hurto / Robo de pertenencias,Quemaduras,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Heridas penetrantes,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Motines o riñas,Segregación / Confinamiento,Quemaduras,,,,,Servicio Penitenciario Federal,,
